Booking_ID,Guest_ID,Hotel_ID,Booking_Date,Checkin_Date,Nights,Rooms_Booked,Channel,Status,Room_Rate,Discount_Pct
20044131,1507751.0,160046.0,2024-02-01 06:52:13,2025-01-29 23:13:31,12,1,App,Completed,44066.51,15
20044132,1509823.0,160463.0,2024-05-31 09:45:04,2023-09-15 10:12:13,1,4,Corporate,Confirmed,38693.71,10
20044133,1510825.0,160131.0,2025-03-20 08:38:05,2023-06-23 23:49:35,8,4,OTA,Confirmed,16619.92,10
20044134,1501531.0,160909.0,2024-10-01 18:24:07,2025-10-21 16:52:59,7,3,OTA ,Cancelled,12253.52,0
20044135,1536973.0,161019.0,2025-02-07 06:40:50,2023-01-15 17:13:13,9,4,App,Confirmed,27271.15,0
20044136,1503145.0,161842.0,2023-03-29 03:40:32,2023-12-03 07:33:03,4,4,Website,Confirmed,31124.26,0
20044137,1530297.0,160209.0,2023-05-30 19:46:39,2025-07-01 05:18:51,1,3,OTA,Confirmed,21790.83,5
20044138,1512407.0,161161.0,2023-07-18 00:47:06,2025-01-08 23:19:36,7,1,Website,Confirmed,35221.79,20
20044139,1539074.0,161847.0,2024-12-22 22:49:10,2024-02-27 21:58:21,7,4,OTA,Confirmed,27497.75,25
20044140,1538736.0,161814.0,2025-07-17 15:13:03,2023-04-28 08:52:19,8,2,Website,Confirmed,26910.26,10
20044141,1518629.0,160926.0,2023-10-24 15:57:30,2025-04-28 06:30:11,5,1,Website,Cancelled,13179.46,25
20044142,1504846.0,161418.0,2023-01-24 04:34:41,2025-09-05 14:38:06,2,2,Corporate,Confirmed,12063.46,20
20044143,1500540.0,160613.0,2025-05-15 15:30:14,2024-12-30 06:05:41,3,3,Website,Confirmed,2936.42,15
20044144,1503083.0,160606.0,2024-10-12 20:01:56,2025-11-10 06:53:19,9,4,Website,Completed,33360.3,20
20044145,1534342.0,160666.0,2024-03-15 11:41:54,2023-06-07 23:05:46,2,4,Corporate,Confirmed,30339.4,10
20044146,1512689.0,161676.0,2023-08-28 11:27:48,2023-04-04 20:26:24,14,2,Travel Agent,Confirmed,5059.33,15
20044147,1502903.0,161452.0,2025-02-03 22:15:08,2024-07-04 19:13:01,6,3,Corporate,Confirmed,2434.51,5
20044148,1507031.0,161588.0,2023-03-11 14:32:55,2025-02-08 01:14:26,9,2,Website,Confirmed,5897.87,20
20044149,1508771.0,161396.0,2024-11-10 05:44:28,2024-04-18 15:37:03,1,3,OTA,Confirmed,44417.74,15
20044150,1529955.0,161520.0,2024-12-15 10:42:31,2025-10-09 20:01:49,10,1,OTA,Confirmed,40441.37,0
20044151,1525179.0,161075.0,2025-01-09 15:23:12,2024-03-17 12:32:42,11,2,OTA,Confirmed,9914.94,5
20044152,1528287.0,161986.0,2023-09-11 09:13:13,2025-11-25 14:02:59,10,4,Website,Confirmed,17862.49,5
20044153,1518622.0,160823.0,2023-12-10 00:15:12,2024-01-11 16:41:12,7,3,OTA,Confirmed,25120.86,0
20044154,1525132.0,160034.0,2023-09-15 17:14:23,2024-01-20 20:20:05,12,3,App,Confirmed,9692.64,5
20044155,1521540.0,160980.0,2025-05-06 14:37:44,2025-11-30 16:03:30,13,3,Corporate,Completed,38952.76,0
20044156,1517324.0,161252.0,2025-07-12 07:24:29,2025-10-19 22:27:40,11,3,Travel Agent,Confirmed,10396.08,0
20044157,1507162.0,161506.0,2023-11-13 18:37:54,2023-05-07 02:42:49,14,4,App,Completed,15111.89,20
20044158,1536361.0,160207.0,2025-03-31 22:52:02,2023-12-19 09:08:43,10,2,OTA,Cancelled,10512.26,10
20044159,1505840.0,161033.0,2023-02-15 17:50:57,2024-09-14 07:45:08,5,4,OTA,Completed,23097.96,15
20044160,1538910.0,161309.0,2023-11-21 12:32:50,2023-05-23 06:55:51,11,1,Travel Agent,Cancelled,25974.78,10
20044161,1510592.0,161969.0,2025-03-02 03:23:51,2023-10-04 07:22:38,9,3,Corporate,Cancelled,31822.84,5
20044162,1517101.0,161670.0,2023-12-27 18:17:57,2024-07-13 13:32:51,8,3,Corporate,Completed,36718.73,0
20044163,1512363.0,161452.0,2024-09-14 20:39:11,2025-07-21 22:47:14,10,1,OTA,Confirmed,34041.95,5
20044164,1529734.0,160110.0,2024-02-22 20:16:06,2025-11-18 12:24:11,5,4,Travel Agent,Completed,2864.06,10
20044165,1526020.0,161466.0,2023-05-27 10:50:24,2023-11-17 19:58:03,9,2,Corporate,Confirmed,9001.25,0
20044166,1523716.0,160229.0,2025-05-15 16:10:22,2024-06-17 21:17:40,13,3,Website,Cancelled,13651.63,25
20044167,1529891.0,160049.0,2023-08-23 20:03:54,2024-07-05 06:38:52,5,4,OTA,Cancelled,7051.46,0
20044168,1500301.0,160536.0,2025-03-12 05:30:52,2025-11-21 09:34:19,8,2,App,Confirmed,38813.28,25
20044169,1538828.0,161568.0,2025-09-20 22:21:20,2025-11-16 08:25:01,12,2,Travel Agent,Cancelled,23690.94,10
20044170,1513915.0,161723.0,2023-05-17 10:02:36,2023-08-20 18:29:06,7,4,App,Confirmed,25938.11,10
20044171,1515427.0,161360.0,2024-07-25 19:01:05,2023-01-04 22:07:31,4,2,Travel Agent,Completed ,42931.66,15
20044172,1511806.0,161116.0,2024-11-13 19:51:29,2023-12-09 15:19:48,7,2,Corporate,Confirmed,30455.09,25
20044173,1534326.0,161026.0,2024-05-28 01:46:32,2025-09-04 14:48:20,14,4,OTA,Cancelled,27151.43,25
20044174,1508292.0,161915.0,2025-08-16 04:41:18,2023-06-04 04:35:14,9,2,Travel Agent,Completed,13085.09,10
20044175,1503457.0,161379.0,2024-10-12 13:05:43,2023-02-14 10:13:04,6,3,Website,Confirmed,25711.0,0
20044176,1535800.0,160983.0,2023-01-15 08:30:06,2024-10-29 00:48:33,5,1,Website,Confirmed,32232.81,0
20044177,1509867.0,161301.0,2024-09-21 01:02:30,2025-11-18 06:08:25,8,1,App,Completed,15037.29,0
20044178,1507506.0,161310.0,2024-07-07 06:30:35,2024-12-05 07:11:56,5,1,OTA,Confirmed,31344.93,10
20044179,1521162.0,160158.0,2025-09-07 03:57:51,2023-11-23 03:07:02,3,3,Travel Agent,Confirmed,34052.95,20
20044180,1512276.0,160657.0,2025-10-28 17:37:00,2023-04-03 14:47:45,5,2,Corporate,Confirmed,32715.68,5
20044181,1513176.0,160240.0,2024-03-18 20:08:14,2024-07-10 08:59:47,3,1,OTA,Confirmed,35072.28,0
20044182,1501936.0,161350.0,2025-05-28 22:42:16,2023-12-20 04:08:32,4,3,Website,Cancelled,36758.07,5
20044183,1500115.0,161560.0,2023-08-22 13:54:41,2024-07-13 10:22:35,7,4,OTA,Confirmed,5738.34,20
20044184,1514230.0,160211.0,2024-09-02 14:43:33,2024-07-09 10:03:18,2,4,App,Confirmed,25115.56,0
20044185,1526236.0,160651.0,2025-01-27 04:40:44,2025-05-17 08:42:14,5,4,Corporate,No Show,7296.77,0
20044186,1536491.0,161612.0,2025-07-07 12:24:34,2024-12-06 07:10:22,10,4,App,Confirmed,40095.96,15
20044187,1524451.0,160766.0,2025-09-21 22:54:24,2025-11-24 10:08:07,2,4,OTA,Confirmed,27148.33,10
20044188,1508921.0,160893.0,2025-03-31 03:25:27,2024-07-02 01:29:23,11,4,App,Confirmed,38397.27,20
20044189,1527870.0,160949.0,2023-11-06 11:44:52,2025-04-11 00:05:57,9,1,Corporate,Cancelled,27237.13,25
20044190,1533630.0,161146.0,2023-03-23 14:59:17,2023-09-12 08:43:51,9,3,App,Confirmed,24712.93,20
20044191,1504177.0,160575.0,2023-07-01 09:40:47,2024-04-07 20:16:50,5,4,Corporate,Confirmed,30133.62,0
20044192,1501050.0,160498.0,2024-10-17 10:08:07,2025-07-28 20:22:34,3,2,App,Completed,18723.44,15
20044193,1527182.0,161138.0,2023-02-15 10:53:27,2023-02-08 08:26:34,13,4,Website,Completed,21652.76,10
20044194,1511172.0,160820.0,2025-09-06 19:14:19,2025-01-08 07:47:33,13,4,OTA,Confirmed,22147.89,15
20044195,1502828.0,161705.0,2025-01-15 05:12:40,2023-11-14 16:09:23,7,2,App,Confirmed,22598.77,20
20044196,1510090.0,160043.0,2024-11-29 20:47:11,2023-05-16 21:43:31,8,2,Corporate,Completed,30888.0,20
20044197,1501997.0,161948.0,2024-01-20 03:29:52,2025-01-13 15:59:47,11,2,App,Confirmed,11433.83,25
20044198,1511820.0,160923.0,2025-10-13 15:09:11,2025-05-18 11:14:32,7,4,Travel Agent,Confirmed,26512.09,25
20044199,1519298.0,160888.0,2025-04-04 11:32:02,2023-11-08 09:22:50,5,1,App,Confirmed,16466.05,20
20044200,1533092.0,160143.0,2024-10-25 00:32:19,2024-04-23 06:04:48,1,3,OTA,No Show,6958.79,5
20044201,1510658.0,161089.0,2024-11-25 22:52:30,2024-02-25 00:14:22,4,4,Corporate,Cancelled,16288.65,0
20044202,1523981.0,161069.0,2025-06-11 10:21:51,2023-10-10 19:57:37,8,1,App,Confirmed,34209.96,5
20044203,1530195.0,161493.0,2024-11-05 09:30:56,2025-05-04 23:16:07,1,2,App,Cancelled,38671.37,0
20044204,1525963.0,161766.0,2025-09-11 15:46:15,2025-10-04 13:23:44,4,3,App,Confirmed,18249.6,15
20044205,1535882.0,160939.0,2024-03-26 03:37:18,2023-08-31 00:12:00,13,2,OTA,Completed,17661.16,15
20044206,1514357.0,161364.0,2024-08-19 21:01:25,2023-07-04 16:43:45,14,3,OTA,Confirmed,26481.74,5
20044207,1510935.0,160718.0,2024-01-14 00:45:56,2023-12-01 00:14:32,3,4,OTA,Completed,19346.73,5
20044208,1513940.0,160884.0,2024-07-06 00:05:14,2025-12-20 18:18:46,13,2,Website,Confirmed,5202.72,20
20044209,1509320.0,160655.0,2025-05-15 14:40:27,2023-04-18 05:25:21,11,1,OTA,Confirmed,38178.14,0
20044210,1501822.0,160297.0,2024-02-04 06:55:05,2024-08-14 06:35:54,6,4,Corporate,Cancelled,9156.87,5
20044211,1524261.0,161839.0,2025-08-02 12:24:27,2023-10-12 18:31:10,12,4,App,Confirmed,4836.55,20
20044212,1523658.0,161855.0,2025-05-04 09:55:47,2024-01-28 21:13:40,13,3,Travel Agent,Completed,19908.06,20
20044213,1513248.0,161635.0,2025-11-05 20:08:11,2025-05-07 08:03:55,7,3,Website,Confirmed,10768.4,15
20044214,1520640.0,160471.0,2023-05-29 17:54:33,2025-10-08 10:24:40,14,3,Website,Completed,35807.34,25
20044215,1539424.0,160035.0,2025-03-10 12:51:51,2023-05-09 16:13:06,14,2,Corporate,Completed,22295.05,0
20044216,1522593.0,160356.0,2024-02-21 22:19:28,2024-12-05 02:36:56,3,1,Website,Confirmed,11512.14,10
20044217,1517451.0,161854.0,2025-11-30 08:08:05,2023-05-19 10:19:39,12,3,Travel Agent,Completed,44300.98,0
20044218,1536539.0,161899.0,2023-07-30 08:11:38,2023-10-20 15:58:13,3,1,App,Confirmed,6442.97,20
20044219,1530063.0,161732.0,2025-09-28 18:43:43,2025-01-08 16:59:42,3,4,Website,Completed,28882.94,0
20044220,1500667.0,160376.0,2023-08-31 03:36:37,2025-04-24 22:16:59,9,2,OTA,Confirmed,39929.41,15
20044221,1523618.0,161410.0,2023-02-09 19:00:27,2025-05-25 01:43:51,6,3,TRAVEL AGENT,Completed,9548.01,0
20044222,1517127.0,161133.0,2023-09-09 04:26:33,2023-06-07 13:14:03,13,2,App,Confirmed,35387.17,5
20044223,1513765.0,160349.0,2025-05-02 16:13:16,2025-05-10 08:13:18,12,1,Corporate,Cancelled,29679.26,5
20044224,1512571.0,161462.0,2024-04-07 14:47:43,2024-02-19 07:57:43,12,4,Travel Agent,Completed,16140.27,20
20044225,1530204.0,160958.0,2024-03-19 07:52:33,2025-12-09 10:08:41,11,4,Travel Agent,Confirmed,35074.46,20
20044226,1539418.0,160866.0,2024-04-09 16:50:11,2025-10-25 18:58:26,14,4,Website,Confirmed,41231.92,10
20044227,1505317.0,160763.0,2025-12-21 12:15:43,2024-05-11 07:25:40,12,3,Travel Agent,Cancelled,36484.17,25
20044228,1514993.0,161053.0,2024-05-02 05:49:18,2023-11-09 11:07:59,5,4,Travel Agent,No Show,17170.8,5
20044229,1519648.0,160690.0,2024-06-03 17:46:49,2023-05-03 03:35:24,10,4,OTA,Confirmed,43759.63,20
20044230,1525175.0,160696.0,2023-10-20 07:59:20,2023-09-29 04:28:32,12,3,App,Completed,1630.21,0
20044231,1521518.0,160908.0,2024-09-24 14:46:10,2025-05-15 06:29:40,14,4,App,Confirmed,6015.09,25
20044232,1500520.0,161361.0,2024-02-01 05:34:16,2024-08-13 14:05:47,5,3,Corporate,Completed,44570.82,15
20044233,1521635.0,161128.0,2024-04-08 10:42:44,2025-02-23 19:16:51,1,4,Website,Confirmed,32577.65,25
20044234,1513983.0,160259.0,2023-08-04 09:36:49,2023-02-10 03:47:01,7,2,Corporate,Confirmed,25790.38,5
20044235,1526465.0,161806.0,2023-07-02 10:43:22,2024-12-25 15:43:33,3,2,Travel Agent,Completed,27846.04,20
20044236,1530176.0,160735.0,2023-01-22 12:43:30,2023-06-01 06:33:55,9,1,OTA,Completed,34920.2,20
20044237,1516990.0,161425.0,2023-06-07 20:26:58,2024-01-14 07:43:29,13,3,Website,Confirmed,27988.0,5
20044238,1502946.0,161529.0,2025-01-23 07:38:24,2025-08-22 16:05:58,7,1,Corporate,Confirmed,39728.94,10
20044239,1533527.0,160149.0,2025-01-08 08:30:03,2024-10-21 06:16:34,9,1,App,Confirmed,15504.86,0
20044240,1510373.0,160020.0,2023-10-12 00:06:14,2024-08-13 15:11:39,6,4,Travel Agent,Completed,21408.9,0
20044241,1531529.0,161525.0,2023-07-19 02:54:47,2025-11-02 23:06:52,1,3,Website,Confirmed,15984.94,0
20044242,1527753.0,161790.0,2025-12-23 08:21:12,2023-04-19 09:07:27,3,1,TRAVEL AGENT,Cancelled,17548.6,25
20044243,1536838.0,161386.0,2023-02-28 07:35:19,2023-06-14 11:39:04,8,1,Travel Agent,Completed,6563.36,25
20044244,1505442.0,161127.0,2025-01-30 18:32:43,2023-03-19 15:45:00,9,2,Corporate,Confirmed,14017.17,20
20044245,1513345.0,161767.0,2025-10-24 08:03:30,2023-06-12 05:24:44,8,1,Travel Agent,Completed,40332.11,25
20044246,1500161.0,160734.0,2025-01-12 23:07:07,2024-02-11 15:55:36,4,1,OTA,Confirmed,22817.43,5
20044247,1507005.0,161435.0,2023-09-20 15:10:11,2023-10-11 12:04:29,12,2,Website,Cancelled,16815.92,10
20044248,1522065.0,161082.0,2025-04-21 05:41:37,2024-09-04 16:14:31,13,4,Corporate,Completed,16723.38,15
20044249,1521721.0,161796.0,2023-08-30 22:02:02,2024-08-11 00:29:09,2,1,Corporate,Cancelled,7916.78,25
20044250,1516239.0,160386.0,2024-10-10 19:25:32,2023-09-15 10:53:57,3,2,App,Confirmed,1728.2,25
20044251,1509243.0,160979.0,2025-11-11 13:35:34,2023-05-20 02:48:24,4,3,Corporate,Cancelled,31865.29,10
20044252,1510486.0,160496.0,2024-03-05 14:26:59,2023-11-14 01:56:32,7,4,Travel Agent,Confirmed,25462.52,10
20044253,1508277.0,160869.0,2023-01-12 17:21:23,2023-08-12 09:03:41,6,2,App,Confirmed,15467.01,20
20044254,1515549.0,161128.0,2024-08-22 05:01:27,2025-02-28 23:22:19,12,3,Website,No Show,12651.03,10
20044255,1521685.0,160711.0,2023-05-18 18:58:25,2023-05-18 12:51:37,11,2,OTA,Confirmed,21585.06,20
20044256,1531222.0,161743.0,2023-09-08 19:40:51,2024-08-11 00:39:48,9,2,Travel Agent,Confirmed,17176.43,10
20044257,1506037.0,161633.0,2025-06-16 23:03:36,2023-03-31 15:33:24,4,3,Travel Agent,Confirmed,8170.92,10
20044258,1532218.0,160183.0,2024-07-30 14:27:08,2023-08-10 09:25:01,9,3,Corporate,No Show,11250.12,10
20044259,1528787.0,160115.0,2023-09-21 06:30:50,2024-12-03 00:16:15,9,3,OTA,Confirmed,30949.22,10
20044260,1501613.0,160157.0,2025-02-22 23:53:10,2024-02-15 18:50:29,4,3,Website,Completed,32804.32,20
20044261,1507397.0,161497.0,2024-08-11 03:47:02,2024-09-23 09:18:59,13,4,OTA,Confirmed,13088.73,15
20044262,1535853.0,160081.0,2025-11-05 10:35:18,2025-09-21 02:27:04,9,2,OTA,Confirmed,17128.08,0
20044263,1516103.0,161422.0,2023-10-28 01:50:40,2025-06-23 04:37:35,8,1,Website,Confirmed,28358.65,15
20044264,1530679.0,161364.0,2024-06-01 19:11:06,2023-12-09 13:48:20,8,1,Website,Completed,29684.92,25
20044265,1512139.0,161878.0,2024-09-15 19:13:56,2024-07-16 07:39:45,14,2,App,Confirmed,29376.45,10
20044266,1509553.0,161404.0,2023-06-24 07:26:09,2023-11-09 02:52:26,14,1,OTA,Confirmed,13948.0,25
20044267,1500011.0,161279.0,2025-01-01 17:53:40,2024-09-14 03:00:48,2,2,Website,Completed,41516.58,20
20044268,1504026.0,161263.0,2024-04-04 13:17:07,2024-07-13 14:11:50,8,2,Corporate,Completed,30228.17,25
20044269,1523497.0,161997.0,2025-08-19 14:32:20,2024-10-16 03:01:06,13,4,Website,Confirmed,6818.18,5
20044270,1525027.0,161514.0,2023-05-17 03:19:45,2025-05-01 11:49:10,7,2,APP,Cancelled,9893.14,10
20044271,1510745.0,160684.0,2025-01-24 19:55:37,2023-12-26 07:01:37,6,4,App,Cancelled,30720.39,15
20044272,1516443.0,161475.0,2023-03-14 11:22:11,2025-01-22 20:24:29,14,1,App,No Show,38496.81,10
20044273,1521691.0,160503.0,2023-10-25 05:35:57,2024-08-16 15:40:07,10,4,Corporate,Confirmed,41943.6,20
20044274,1500268.0,161570.0,2025-06-24 14:16:47,2023-01-31 13:53:57,7,1,Website,Confirmed,14986.67,20
20044275,1533491.0,161792.0,2023-03-28 22:24:21,2023-05-08 13:33:10,4,2,Travel Agent,Confirmed,30716.23,0
20044276,1526686.0,161816.0,2023-02-15 01:35:52,2025-07-28 11:39:00,8,1,App,Confirmed,19760.12,20
20044277,1527531.0,160250.0,2023-11-04 20:55:23,2025-11-29 20:38:12,3,4,App,Completed,2322.23,20
20044278,1519173.0,161575.0,2024-01-05 19:08:56,2023-04-19 09:02:22,5,2,Travel Agent,Cancelled,10447.98,25
20044279,1513514.0,161238.0,2025-10-28 00:25:25,2025-08-10 16:55:59,14,2,Website,Confirmed,24617.8,15
20044280,1530008.0,160403.0,2025-11-03 18:17:35,2025-07-05 20:17:43,2,3,Travel Agent,Confirmed,13869.99,5
20044281,1534626.0,161122.0,2024-07-12 09:56:25,2025-06-05 01:19:49,14,4,App,Completed,13959.87,5
20044282,1513198.0,161751.0,2024-01-22 02:52:56,2024-11-04 05:33:14,14,3,App,Confirmed,24514.75,15
20044283,1511532.0,161562.0,2024-09-07 18:14:21,2023-11-28 13:09:09,7,1,OTA,Cancelled,31482.67,15
20044284,1529695.0,160926.0,2025-03-23 21:55:31,2024-03-21 17:23:02,6,4,Travel Agent ,Confirmed,7947.68,20
20044285,1528238.0,160799.0,2025-01-30 10:31:08,2025-10-03 11:47:18,8,2,Corporate,Confirmed,16394.69,5
20044286,1529308.0,161489.0,2025-10-24 14:06:20,2023-09-16 21:42:02,7,2,OTA,Confirmed,31763.22,25
20044287,1512967.0,161468.0,2024-12-06 07:45:51,2023-01-12 21:48:21,14,4,OTA,Confirmed,22152.94,10
20044288,1500490.0,160826.0,2024-02-22 21:05:35,2023-01-24 17:48:22,2,1,App,Confirmed,36740.39,25
20044289,1526996.0,161007.0,2024-01-30 01:17:01,2023-11-28 06:18:14,6,3,App,Completed,14692.29,0
20044290,1531171.0,160717.0,2025-08-14 15:17:43,2025-10-29 09:32:16,11,1,OTA,Completed,19542.66,20
20044291,1535369.0,160579.0,2024-04-08 21:10:50,2025-02-05 16:44:37,7,2,Website,Completed,28028.91,15
20044292,1515331.0,160988.0,2024-07-23 12:12:45,2023-03-13 04:07:03,8,4,Website,Cancelled,26192.69,25
20044293,1519559.0,160217.0,2024-05-21 16:21:40,2024-03-07 11:06:00,6,1,Travel Agent,Completed,26895.69,5
20044294,1532965.0,160162.0,2023-07-14 22:47:28,2023-10-14 06:56:13,6,3,Corporate,Cancelled,12769.68,25
20044295,,161890.0,2023-03-04 23:13:59,2023-09-28 01:06:16,7,4,Travel Agent,Completed,15800.68,15
20044296,1538289.0,161623.0,2025-12-29 01:44:32,2025-07-31 06:56:02,2,3,OTA,Confirmed,33652.51,0
20044297,1532874.0,161207.0,2023-12-29 10:46:44,2023-06-30 08:23:34,8,4,Travel Agent,Confirmed,32174.99,20
20044298,1517286.0,161718.0,2024-05-05 16:31:55,2024-12-30 02:50:49,13,3,OTA,Cancelled,10684.55,5
20044299,1518843.0,161567.0,2023-12-18 07:43:40,2023-06-27 20:33:12,7,1,Corporate,Confirmed,40898.09,5
20044300,1526042.0,161360.0,2025-10-30 22:31:00,2024-01-20 01:11:47,9,4,Corporate,No Show,40036.53,5
20044301,1530997.0,161348.0,2023-09-30 12:54:06,2024-06-22 17:59:12,14,2,App,Completed,7821.27,10
20044302,1510285.0,160033.0,2025-04-11 23:49:16,2025-04-11 12:03:02,9,4,Website,No Show,9330.28,20
20044303,1503934.0,161275.0,2025-10-18 18:07:00,2023-10-01 09:10:48,9,3,Travel Agent,Cancelled,22765.51,10
20044304,1517559.0,160317.0,2023-02-18 13:16:30,2024-07-01 12:17:06,4,3,App,Confirmed,37152.35,15
20044305,1534659.0,160203.0,2025-11-27 15:27:45,2025-05-06 09:23:56,9,1,Travel Agent,Completed,20428.75,5
20044306,1523175.0,161481.0,2025-08-18 04:45:00,2023-08-19 05:08:20,6,2,App,Cancelled,35451.25,20
20044307,1523809.0,160669.0,2024-06-23 15:12:00,2025-04-30 12:23:43,13,4,OTA,Confirmed,4907.31,10
20044308,1523552.0,160249.0,2023-02-22 09:58:15,2023-05-27 08:35:52,14,1,OTA,Cancelled,17381.03,10
20044309,1506843.0,161120.0,2025-05-28 20:32:59,2023-12-09 12:52:08,1,4,OTA,Confirmed,42902.55,0
20044310,1528424.0,160093.0,2024-02-27 18:43:29,2023-10-24 20:35:22,8,1,OTA,Cancelled,16087.83,25
20044311,1500379.0,161582.0,2024-02-17 14:12:55,2025-07-09 18:39:10,6,2,Corporate,Confirmed,3482.94,20
20044312,1530849.0,161824.0,2023-01-19 11:43:46,2023-08-04 02:30:19,1,4,Travel Agent,Completed,7610.15,0
20044313,1507488.0,160585.0,2024-07-14 16:16:08,2024-10-18 00:26:55,13,1,Corporate,Confirmed,34569.85,20
20044314,1533080.0,161539.0,2023-01-19 22:26:46,2024-02-19 06:18:18,4,4,Travel Agent,Confirmed,14260.41,0
20044315,1506333.0,161657.0,2024-02-08 03:42:27,2025-04-01 05:27:50,7,4,Website,Completed,10709.26,25
20044316,1515115.0,161402.0,2025-09-07 22:24:17,2024-06-28 05:18:22,5,3,OTA,Completed,13410.9,20
20044317,1536483.0,160553.0,2023-06-11 22:23:22,2024-05-17 00:18:03,7,1,App,Cancelled,39607.97,15
20044318,1504664.0,160651.0,2023-09-09 23:10:02,2025-03-22 17:39:51,2,4,Corporate,Confirmed,11093.16,10
20044319,1536360.0,160230.0,2024-08-30 02:41:42,2024-01-03 23:58:09,7,3,Website,Confirmed,22443.14,0
20044320,1510859.0,160394.0,2025-12-03 05:07:34,2024-02-23 23:23:03,10,1,OTA,Confirmed,6853.29,20
20044321,1510852.0,160336.0,2024-02-25 08:46:53,2025-02-10 02:39:53,8,3,Corporate,No Show,21687.69,0
20044322,1505359.0,161357.0,2025-06-21 18:30:03,2023-02-15 03:23:27,6,2,Travel Agent,Confirmed,2994.12,5
20044323,1519973.0,160912.0,2025-03-22 06:00:59,2024-03-12 09:49:23,4,1,App,Confirmed,29279.37,10
20044324,1509196.0,160277.0,2025-11-24 15:38:43,2025-10-27 20:05:13,8,4,Corporate,Completed,32675.55,10
20044325,1520161.0,161186.0,2024-12-26 06:07:27,2025-06-24 16:36:00,2,3,App,Confirmed,44019.31,15
20044326,1514862.0,160773.0,2024-02-16 05:25:29,2025-03-04 08:49:38,4,2,OTA,Confirmed,32311.67,20
20044327,1517590.0,160820.0,2023-06-29 22:52:20,2023-01-08 16:38:32,7,1,Travel Agent,Cancelled,24034.41,25
20044328,1504311.0,160617.0,2023-04-12 11:25:25,2025-01-16 00:40:12,4,2,Website,Confirmed,25227.48,25
20044329,1517109.0,160376.0,2024-04-16 04:36:07,2024-10-19 01:49:24,3,1,Corporate,Confirmed,8543.61,25
20044330,1502266.0,160623.0,2025-12-10 03:54:35,2023-11-11 17:37:11,9,1,Corporate,Confirmed,14449.57,10
20044331,1510444.0,161530.0,2024-02-26 18:37:08,2023-07-14 14:29:15,13,2,Corporate,Confirmed,2355.45,20
20044332,1524797.0,160800.0,2025-06-28 10:42:32,2023-04-21 19:16:19,3,2,Website,Completed,11032.61,5
20044333,1533506.0,161060.0,2025-01-29 21:14:47,2023-06-17 19:04:12,12,4,App,Cancelled,36293.19,15
20044334,1500868.0,160564.0,2024-04-07 01:00:03,2024-11-03 22:35:31,3,1,OTA,Confirmed,42719.79,25
20044335,1516180.0,161622.0,2023-06-12 08:07:05,2023-05-18 17:55:44,14,3,OTA,Confirmed,44555.67,5
20044336,1534446.0,161462.0,2024-12-05 03:47:57,2023-05-10 00:50:32,14,3,Corporate,No Show,30366.59,20
20044337,1525904.0,161381.0,2025-11-06 22:16:53,2023-05-28 03:05:53,12,4,App,Confirmed,28385.71,25
20044338,1528565.0,160862.0,2025-01-21 20:52:16,2024-05-21 19:20:58,8,4,Corporate,Confirmed,27230.45,15
20044339,1519196.0,161159.0,2025-10-24 17:39:45,2025-07-24 19:07:28,2,4,App,Completed,27724.71,10
20044340,1532051.0,160385.0,2024-02-08 23:04:25,2025-02-21 18:31:05,1,3,Website,Confirmed,21786.16,5
20044341,1524714.0,161658.0,2023-07-06 09:01:36,2024-08-21 05:03:58,11,3,OTA,Completed ,1893.1,25
20044342,1523698.0,160150.0,2025-11-04 13:02:33,2023-08-31 11:49:47,5,1,App,Confirmed,7697.65,15
20044343,1525586.0,161687.0,2024-02-23 10:29:37,2024-09-08 15:09:12,7,4,TRAVEL AGENT,Confirmed,23588.44,15
20044344,1522043.0,160627.0,2023-06-05 17:12:54,2024-05-16 15:37:28,3,2,OTA,No Show,26120.67,0
20044345,1504687.0,160497.0,2023-10-14 22:24:29,2025-11-16 23:18:03,1,1,App,Confirmed,14995.67,25
20044346,1504269.0,161242.0,2025-12-15 20:19:16,2024-06-25 11:49:47,8,3,OTA,Confirmed,33772.59,25
20044347,1539665.0,161923.0,2024-06-29 05:00:53,2023-02-06 16:16:05,4,3,Travel Agent,Confirmed,28890.98,0
20044348,1521703.0,161159.0,2025-03-19 06:58:47,2023-02-25 08:23:09,6,4,Corporate,No Show,2122.79,10
20044349,1517303.0,160226.0,2024-10-12 16:56:16,2024-10-16 09:04:27,1,3,Corporate,Confirmed,17312.6,25
20044350,1521264.0,160855.0,2023-08-03 15:06:13,2025-09-28 16:09:36,11,2,Travel Agent,Cancelled,21055.41,15
20044351,1535978.0,161378.0,2023-01-02 19:37:32,2023-05-19 20:49:12,12,4,OTA,Completed,36344.18,10
20044352,1512240.0,160394.0,2024-06-22 01:08:35,2023-11-23 05:07:35,12,2,OTA,Confirmed,44655.44,15
20044353,1515073.0,160659.0,2025-05-18 22:48:45,2025-08-26 16:22:28,13,4,Corporate,Completed,4648.0,0
20044354,1509543.0,161710.0,2025-04-09 04:48:22,2023-02-20 23:46:47,11,4,OTA,Completed,27997.95,25
20044355,1535336.0,160393.0,2023-11-16 07:18:47,2024-07-24 23:41:47,4,1,Travel Agent,Completed,42448.39,0
20044356,1500056.0,160508.0,2025-04-30 04:38:10,2024-10-06 01:53:08,14,1,App,Confirmed,4065.1,10
