Staff_ID,Hotel_ID,Department,Role,Shift,Monthly_Salary
244396,161156,Housekeeping,Associate,Morning,43679.33
244397,161071,Housekeeping,Manager,Morning,45408.96
244398,161984,Housekeeping,Associate,Night,93808.18
244399,160076,Food & Beverage,Technician,Evening,64117.49
244400,160011,Food & Beverage,Supervisor,Morning,154684.83
244401,161402,Front Office,Associate,Evening,22038.99
244402,160366,Housekeeping,Technician,Night,168272.47
244403,161668,Front Office,Chef,Night,137264.56
244404,161488,Housekeeping,Chef,Night,152610.53
244405,161773,Sales,Supervisor,Morning,27100.07
244406,161215,Sales,Supervisor,Night,68655.34
244407,160744,Maintenance,Executive,Morning,155397.55
244408,160953,Maintenance,Manager,Evening,137345.37
244409,160857,Housekeeping,Associate,Night,60624.11
244410,161902,Food & Beverage,Manager,Night,99893.39
244411,161816,Food & Beverage,Manager,Night,83841.6
244412,160222,Sales,Associate,Morning,129105.36
244413,161513,Sales,Chef,Evening,60519.75
244414,160096,Sales,Technician,Night,53542.56
244415,161606,Food & Beverage,Chef,Evening,112976.53
244416,160057,Food & Beverage,Manager,Morning,155213.46
244417,161611,Housekeeping,Associate,Morning,66865.01
244418,161775,Sales,Technician,Morning,48902.59
244419,161474,Sales,Technician,Night,22623.46
244420,160250,Front Office,Executive,Morning,62536.64
244421,160093,Maintenance,Supervisor,Morning,71336.58
244422,161912,Sales,Executive,Evening,93123.1
244423,160612,Food & Beverage,Executive,Morning,83713.53
244424,161320,Front Office,Supervisor,Night,33625.28
244425,161544,Housekeeping,Technician,Night,110731.67
244426,161315,Food & Beverage,Supervisor,Morning,110648.2
244427,161147,Maintenance,Technician,Night,68442.76
244428,160836,Maintenance,Associate,Evening,55467.45
244429,160892,Sales,Executive,Night,60755.51
244430,161697,Maintenance,Supervisor,Evening,120073.25
244431,161392,Housekeeping,Associate,Evening,87719.45
244432,160610,Food & Beverage,Chef,Night,161985.82
244433,160654,Front Office,Supervisor,Morning,149393.82
244434,161372,Front Office,Executive,Morning,153165.15
244435,160325,Maintenance,Technician,Morning,101046.31
244436,161261,Maintenance,Chef,Morning,75035.67
244437,160872,Maintenance,Technician,Evening,56870.08
244438,160902,Housekeeping,Technician,Morning,123751.62
244439,161821,Sales,Manager,Evening,63897.66
244440,160269,Housekeeping,Associate,Evening,93734.21
244441,161593,Sales,Executive,Evening,127470.58
244442,161522,Sales,Associate,Night,25753.71
244443,160583,Food & Beverage,Supervisor,Evening,49738.15
244444,161133,Sales,Executive,Night,92710.7
244445,161877,Housekeeping,Supervisor,Evening,135926.08
244446,160150,Food & Beverage,Associate,Evening,43426.69
244447,160704,Maintenance,Technician,Night,97330.35
244448,160071,Sales,Associate,Morning,94432.49
244449,161812,Food & Beverage,Manager,Evening,156881.54
244450,161989,Sales,Executive,Evening,82493.89
244451,160075,Front Office,Technician,Morning,59426.39
244452,161858,Sales,Technician,Night,50215.27
244453,161300,Front Office,Chef,Night,110161.05
244454,160157,Maintenance,Supervisor,Night,60628.64
244455,161859,Food & Beverage,Manager,Morning,61321.55
244456,161930,Front Office,Chef,Morning,137344.34
244457,161360,Food & Beverage,Manager,Night,101314.52
244458,161297,Housekeeping,Supervisor,Evening,157247.27
244459,161516,Sales,Supervisor,Morning,133343.15
244460,160409,Front Office,Manager,Evening,88169.75
244461,160648,Maintenance,Manager,Evening,120653.92
244462,161905,Food & Beverage,Manager,Morning,61343.92
244463,161713,Housekeeping,Supervisor,Night,172078.47
244464,160901,Housekeeping,Chef,Morning,141503.42
244465,161352,Front Office,Manager,Morning,59075.4
244466,160032,Front Office,Manager,Morning,122020.5
244467,160788,Front Office,Supervisor,Evening,100357.16
244468,160696,Housekeeping,Executive,Morning,167510.14
244469,160100,Housekeeping,Executive,Morning,176285.29
244470,160872,Food & Beverage,Associate,Morning,25100.39
244471,160013,Food & Beverage,Chef,Evening,125642.34
244472,160780,Housekeeping,Chef,Evening,149751.3
244473,160199,Maintenance,Associate,Evening,132222.47
244474,161186,Maintenance,Supervisor,Morning,173814.86
244475,161114,Front Office,Chef,Evening,99305.34
244476,161092,Food & Beverage,Manager,Night,98918.65
244477,160123,Housekeeping,Supervisor,Night,28619.6
244478,161182,Housekeeping,Technician,Evening,32762.24
244479,161232,Maintenance,Manager,Evening,173028.15
244480,160274,Sales,Executive,Morning,96250.72
244481,160462,Housekeeping,Supervisor,Evening,163975.65
244482,160891,Maintenance,Manager,Evening,95395.36
244483,160812,Food & Beverage,Chef,Morning,18011.36
244484,161455,Sales,Chef,Morning,168554.25
244485,160224,Maintenance,Technician,Morning,143533.74
244486,161489,Food & Beverage,Chef,Evening,78294.24
244487,161437,Food & Beverage,Chef,Morning,28421.25
244488,160553,Housekeeping,Technician,Evening,87135.55
244489,160284,Front Office,Technician,Morning,29749.39
244490,160097,Food & Beverage,Associate,Morning,102944.13
244491,160390,Front Office,Manager,Morning,75238.23
244492,161166,Maintenance,Supervisor,Night,104474.04
244493,160515,Front Office,Manager,Night,73379.54
244494,161182,Front Office,Executive,Night,50781.37
244495,161425,Front Office,Chef,Evening,88917.73
244496,161454,Maintenance,Associate,Morning,82829.29
244497,160216,Housekeeping,Manager,Morning,85898.99
244498,161082,Sales,Associate,Evening,106235.91
244499,160662,Food & Beverage,Associate,Night,146918.93
244500,160721,Housekeeping,Manager,Evening,172753.41
244501,160489,Food & Beverage,Associate,Morning,64425.01
244502,160680,Maintenance,Associate,Night,26670.63
244503,160334,Housekeeping,Executive,Night,168699.22
244504,160481,Housekeeping,Manager,Night,139337.68
244505,161166,Front Office,Associate,Night,178827.92
244506,161662,Front Office,Chef,Morning,40591.38
244507,161133,Food & Beverage,Associate,Morning,28516.54
244508,160201,Food & Beverage,Manager,Morning,170637.78
244509,160815,Front Office,Technician,Night,31807.34
244510,160083,Maintenance,Executive,Night,105258.54
244511,161798,Housekeeping,Technician,Night,51489.22
244512,161590,Food & Beverage,Chef,Morning,128650.17
244513,160055,Housekeeping,Supervisor,Morning,90110.99
244514,160240,Sales,Executive,Evening,61988.2
244515,160761,Housekeeping,Supervisor,Evening,132358.2
244516,161941,Housekeeping,Supervisor,Evening,67932.59
244517,161573,Food & Beverage,Supervisor,Night,171850.58
244518,160074,Maintenance,Executive,Evening,37596.53
244519,160072,Food & Beverage,Executive,Evening,166914.74
244520,161350,Housekeeping,Associate,Night,175980.05
244521,161197,Housekeeping,Chef,Morning,130993.23
244522,160391,Food & Beverage,Manager,Morning,168371.11
244523,161289,Front Office,Supervisor,Evening,20023.79
244524,160265,Sales,Associate,Evening,125525.06
244525,160896,Food & Beverage,Supervisor,Night,91544.38
244526,161525,Food & Beverage,Associate,Morning,174002.15
244527,160515,Sales,Technician,Night,148547.74
244528,161560,Sales,Supervisor,Night,123459.45
244529,160401,Maintenance,Executive,Evening,72811.92
244530,161377,Housekeeping,Technician,Night,121462.52
244531,161681,Housekeeping,Associate,Evening,20470.52
244532,161411,Housekeeping,Associate,Evening,166552.75
244533,161486,Housekeeping,Supervisor,Morning,23668.66
244534,160182,Front Office,Associate,Morning,144015.33
244535,160166,Sales,Executive,Night,129153.26
244536,161970,Housekeeping,Executive,Morning,54876.56
244537,160585,Front Office,Associate,Night,178912.33
244538,161162,Maintenance,Manager,Evening,70201.2
244539,160729,Food & Beverage,Manager,Night,35144.36
244540,160118,Sales,Supervisor,Morning,19589.89
244541,160794,Maintenance,Associate,Evening,147085.07
244542,161820,Sales,Supervisor,Morning,70662.88
244543,160501,Maintenance,Technician,Morning,151063.81
244544,161257,Food & Beverage,Manager,Night,54330.19
244545,160884,Sales,Associate,Morning,23659.3
244546,160465,Sales,Associate,Morning,89998.41
244547,161812,Food & Beverage,Technician,Night,175366.84
244548,161063,Housekeeping,Associate,Night,58579.97
244549,161644,Food & Beverage,Chef,Morning,23952.02
244550,161418,Front Office,Technician,Morning,165710.58
244551,160064,Front Office,Technician,Morning,130098.56
244552,161444,Food & Beverage,Supervisor,Morning,109465.9
244553,161027,Housekeeping,Associate,Evening,127522.12
244554,161165,Housekeeping,Manager,Morning,120596.0
244555,160323,Food & Beverage,Associate,Morning,101727.37
244556,161616,Food & Beverage,Supervisor,Morning,44624.74
244557,160389,Maintenance,Supervisor,Night,176662.9
244558,160530,Housekeeping,Associate,Evening,18267.93
244559,160115,Housekeeping,Chef,Evening,157281.2
244560,161770,Food & Beverage,Chef,Evening,27049.05
244561,161429,Housekeeping,Chef,Night,55039.31
244562,160223,Maintenance,Manager,Evening,26185.49
244563,160533,Maintenance,Manager,Evening,171802.12
244564,161301,Food & Beverage,Supervisor,Evening,113228.7
244565,160208,Food & Beverage,Supervisor,Morning,106398.03
244566,160802,Housekeeping,Manager,Night,83577.56
244567,161865,Sales,Technician,Night,27901.24
244568,160526,Maintenance,Chef,Morning,94969.11
244569,160111,Front Office,Supervisor,Morning,102605.03
244570,160012,Sales,Executive,Morning,78630.05
244571,160395,Food & Beverage,Associate,Night,134021.38
244572,161108,Housekeeping,Technician,Evening,168804.44
244573,161681,Maintenance,Chef,Night,90866.69
244574,161385,Housekeeping,Technician,Morning,44945.7
244575,161594,Housekeeping,Associate,Morning,49311.15
244576,160325,Sales,Technician,Night,133110.23
244577,161322,Front Office,Chef,Evening,116988.46
244578,161050,Maintenance,Chef,Night,62206.36
244579,161400,Maintenance,Chef,Evening,76299.64
244580,161093,Sales,Technician,Morning,137114.3
244581,160673,Front Office,Chef,Night,165828.8
244582,161258,Food & Beverage,Executive,Night,133843.11
244583,161481,Food & Beverage,Technician,Morning,154219.13
244584,160767,Food & Beverage,Associate,Evening,102283.11
244585,160508,Food & Beverage,Manager,Night,132317.22
244586,161613,Sales,Chef,Morning,128916.76
244587,161146,Housekeeping,Supervisor,Morning,153902.48
244588,160034,Sales,Associate,Evening,44685.23
244589,160264,Food & Beverage,Technician,Morning,101278.44
244590,160402,Front Office,Manager,Morning,175801.64
244591,160955,Housekeeping,Manager,Evening,178226.05
244592,161747,Housekeeping,Technician,Night,64714.9
244593,161576,Sales,Executive,Morning,115454.52
244594,161757,Front Office,Supervisor,Evening,166453.02
244595,161584,Maintenance,Technician,Morning,96781.19
244596,161282,Food & Beverage,Technician,Evening,41944.66
244597,160456,Sales,Manager,Evening,70446.62
244598,161243,Maintenance,Executive,Night,172604.42
244599,160630,Food & Beverage,Associate,Morning,156250.61
244600,160546,Sales,Chef,Morning,33005.64
244601,160406,Sales,Supervisor,Night,55562.6
244602,160045,Front Office,Technician,Night,71960.65
244603,161911,Front Office,Manager,Night,144407.16
244604,160693,Front Office,Executive,Evening,69988.32
244605,161303,Housekeeping,Executive,Morning,95544.5
244606,161320,Front Office,Technician,Morning,44203.34
244607,160508,Maintenance,Supervisor,Morning,33561.74
244608,160164,Front Office,Executive,Evening,24821.94
244609,160205,Sales,Executive,Morning,175143.58
244610,161634,Maintenance,Supervisor,Morning,146059.68
244611,160388,Maintenance,Manager,Night,145090.6
244612,161619,Front Office,Supervisor,Evening,120746.51
244613,161008,Sales,Executive,Evening,46569.05
244614,160001,Food & Beverage,Executive,Evening,101143.72
244615,160831,Housekeeping,Technician,Night,131393.43
244616,161984,Sales,Chef,Morning,162056.7
244617,160217,Sales,Technician,Night,108666.5
244618,161934,Front Office,Chef,Morning,109695.04
244619,161049,Sales,Manager,Morning,149181.92
244620,161698,Front Office,Manager,Evening,46096.3
244621,160960,Housekeeping,Supervisor,Morning,146431.25
244622,161571,Front Office,Associate,Night,44667.05
244623,160297,Housekeeping,Associate,Night,133550.8
244624,161914,Front Office,Executive,Night,170710.31
244625,160600,Front Office,Manager,Evening,94637.85
244626,160479,Sales,Associate,Evening,176402.6
244627,160820,Front Office,Manager,Night,117311.78
244628,160172,Front Office,Technician,Night,56216.96
244629,160401,Maintenance,Associate,Night,141329.78
244630,161732,Housekeeping,Supervisor,Night,175648.84
244631,160274,Food & Beverage,Associate,Morning,149122.48
244632,160687,Sales,Chef,Morning,20853.31
244633,160504,Sales,Chef,Night,84399.34
244634,161491,Maintenance,Technician,Morning,159320.57
244635,161670,Housekeeping,Manager,Evening,75880.03
244636,161198,Front Office,Technician,Morning,80572.28
244637,161103,Front Office,Supervisor,Night,43633.57
244638,161390,Front Office,Associate,Morning,146730.77
244639,160776,Food & Beverage,Manager,Morning,51998.89
244640,161700,Front Office,Chef,Evening,142680.01
244641,161923,Sales,Executive,Night,70792.72
244642,161973,Maintenance,Manager,Evening,42470.12
244643,161297,Maintenance,Supervisor,Evening,75197.22
244644,161251,Housekeeping,Associate,Morning,142353.52
244645,161163,Front Office,Associate,Night,114699.72
244646,161990,Food & Beverage,Manager,Evening,80748.82
244647,160456,Food & Beverage,Manager,Night,139779.65
244648,161777,Sales,Manager,Night,147404.67
244649,160573,Maintenance,Technician,Morning,146013.95
244650,160937,Front Office,Supervisor,Evening,133297.65
244651,160464,Sales,Supervisor,Morning,149702.22
244652,160558,Maintenance,Chef,Night,97542.98
244653,161102,Housekeeping,Manager,Evening,170914.29
244654,160254,Food & Beverage,Technician,Evening,76650.77
244655,160179,Sales,Associate,Evening,19192.3
244656,161981,Housekeeping,Chef,Night,88271.92
244657,161859,Front Office,Executive,Morning,124634.01
244658,160300,Front Office,Chef,Evening,72878.02
244659,161015,Housekeeping,Manager,Morning,47926.95
244660,160794,Maintenance,Manager,Night,116911.19
244661,161032,Sales,Executive,Morning,89457.96
244662,160219,Front Office,Executive,Evening,66884.26
244663,160984,Housekeeping,Technician,Morning,142981.88
244664,161780,Food & Beverage,Executive,Evening,135857.52
244665,160719,Front Office,Supervisor,Night,19407.85
244666,161532,Sales,Supervisor,Night,111239.47
244667,160689,Sales,Technician,Evening,145644.1
244668,160793,Sales,Associate,Night,62832.89
244669,160709,Maintenance,Technician,Morning,117073.31
244670,161194,Housekeeping,Supervisor,Evening,98358.14
244671,160113,Sales,Supervisor,Evening,175359.82
244672,160509,Food & Beverage,Technician,Morning,134346.85
244673,160713,Sales,Technician,Night,112926.4
244674,161054,Front Office,Chef,Evening,92960.16
244675,161293,Housekeeping,Associate,Night,41490.95
244676,161086,Front Office,Executive,Evening,24466.01
244677,161232,Maintenance,Manager,Night,155292.24
244678,160042,Housekeeping,Associate,Morning,48686.21
244679,161152,Front Office,Supervisor,Evening,60961.56
244680,161376,Food & Beverage,Manager,Evening,49388.17
244681,161651,Housekeeping,Chef,Night,109827.01
244682,160894,Front Office,Associate,Morning,78628.85
244683,160846,Housekeeping,Supervisor,Evening,153499.08
244684,161854,Housekeeping,Associate,Night,101256.67
244685,160350,Maintenance,Manager,Night,100555.27
244686,161977,Front Office,Chef,Morning,103915.63
244687,160968,Housekeeping,Associate,Night,28705.31
244688,160743,Maintenance,Supervisor,Night,32260.62
244689,160313,Maintenance,Manager,Night,152042.79
244690,160098,Sales,Supervisor,Evening,98279.85
244691,160429,Housekeeping,Technician,Evening,45750.91
244692,160796,Sales,Chef,Night,47464.24
244693,161934,Maintenance,Technician,Morning,40191.55
244694,161450,Sales,Associate,Morning,74664.64
244695,161073,Maintenance,Technician,Morning,44402.3
244696,161742,Food & Beverage,Associate,Morning,167163.68
244697,161274,Maintenance,Executive,Night,147614.16
244698,160672,Maintenance,Supervisor,Evening,124368.7
244699,160740,Maintenance,Chef,Evening,175141.86
244700,161544,Maintenance,Manager,Morning,159223.06
244701,161586,Housekeeping,Chef,Night,49785.74
244702,160944,Front Office,Chef,Night,167255.41
244703,161955,Food & Beverage,Manager,Evening,158756.74
244704,161490,Food & Beverage,Manager,Morning,107302.78
244705,160973,Food & Beverage,Associate,Night,58660.44
244706,160862,Maintenance,Manager,Evening,68332.47
244707,160852,Housekeeping,Executive,Night,140659.11
244708,161892,Sales,Technician,Morning,60355.61
244709,161618,Sales,Technician,Evening,72650.04
244710,160439,Sales,Chef,Night,145921.58
244711,161676,Maintenance,Executive,Night,40437.5
244712,161728,Food & Beverage,Chef,Night,116111.65
244713,161836,Front Office,Supervisor,Night,47837.11
244714,161281,Maintenance,Chef,Night,133672.75
244715,160316,Housekeeping,Associate,Morning,163829.16
244716,161535,Sales,Supervisor,Night,25656.3
244717,160377,Sales,Supervisor,Morning,139732.82
244718,161088,Maintenance,Chef,Evening,154277.16
244719,161399,Sales,Associate,Night,28463.85
244720,161075,Front Office,Chef,Night,103192.97
244721,161460,Food & Beverage,Chef,Evening,39061.82
244722,161193,Housekeeping,Associate,Morning,158286.1
244723,161311,Sales,Manager,Evening,135549.54
244724,160547,Food & Beverage,Supervisor,Night,51494.88
244725,161212,Food & Beverage,Manager,Morning,153798.56
244726,161324,Food & Beverage,Technician,Night,140611.81
244727,161099,Front Office,Manager,Evening,49543.91
244728,160640,Sales,Technician,Evening,137535.58
244729,160354,Front Office,Technician,Evening,110388.65
244730,161595,Sales,Associate,Evening,87258.06
244731,161006,Housekeeping,Supervisor,Night,147098.43
244732,160291,Food & Beverage,Manager,Evening,129214.69
244733,160801,Maintenance,Manager,Night,130438.24
244734,161285,Maintenance,Supervisor,Night,138095.4
244735,160870,Sales,Technician,Morning,161951.03
244736,160393,Housekeeping,Supervisor,Night,86155.59
244737,161662,Front Office,Chef,Night,152221.78
244738,161232,Maintenance,Executive,Night,156262.03
244739,161831,Maintenance,Supervisor,Evening,76702.56
244740,160087,Maintenance,Manager,Evening,100350.21
244741,161437,Sales,Technician,Morning,119512.59
244742,160968,Maintenance,Associate,Night,124448.01
244743,160354,Maintenance,Chef,Evening,167287.48
244744,160917,Maintenance,Executive,Evening,137763.07
244745,160616,Housekeeping,Manager,Morning,117442.9
244746,161728,Housekeeping,Supervisor,Evening,110172.2
244747,161094,Housekeeping,Executive,Evening,20033.61
244748,160592,Sales,Associate,Evening,96757.92
244749,161622,Housekeeping,Supervisor,Evening,130952.04
244750,160431,Sales,Associate,Night,105838.69
244751,160180,Maintenance,Supervisor,Night,47147.04
244752,161956,Food & Beverage,Supervisor,Night,112523.06
244753,161621,Maintenance,Supervisor,Morning,120347.08
244754,161524,Housekeeping,Supervisor,Morning,118655.69
244755,160174,Food & Beverage,Executive,Evening,158178.92
244756,160271,Housekeeping,Supervisor,Night,42830.5
244757,161094,Sales,Executive,Evening,153544.23
244758,160789,Housekeeping,Technician,Morning,108569.03
244759,160467,Sales,Technician,Night,175163.39
244760,161693,Front Office,Supervisor,Morning,128494.95
244761,161316,Housekeeping,Technician,Evening,120587.54
244762,161220,Housekeeping,Executive,Morning,128071.11
244763,160124,Maintenance,Chef,Evening,104115.07
244764,160126,Food & Beverage,Associate,Night,86461.7
244765,160849,Front Office,Supervisor,Morning,71178.49
244766,161604,Maintenance,Associate,Evening,178449.13
244767,161263,Food & Beverage,Associate,Morning,43096.99
244768,160026,Sales,Technician,Morning,176599.18
244769,160238,Sales,Manager,Morning,123705.97
244770,161397,Front Office,Supervisor,Night,88212.93
244771,160882,Sales,Technician,Evening,60404.65
244772,161432,Housekeeping,Chef,Morning,55866.23
244773,161453,Sales,Chef,Morning,58509.69
244774,161612,Maintenance,Supervisor,Evening,118697.0
244775,160230,Maintenance,Manager,Morning,30479.11
244776,160595,Front Office,Associate,Night,81919.24
244777,161636,Housekeeping,Manager,Night,142839.33
244778,161830,Food & Beverage,Supervisor,Morning,157594.89
244779,161937,Housekeeping,Executive,Night,167900.03
244780,160040,Front Office,Manager,Night,40448.04
244781,160150,Front Office,Chef,Night,178786.21
244782,160003,Food & Beverage,Chef,Night,59323.85
244783,161695,Housekeeping,Technician,Morning,79419.05
244784,160238,Food & Beverage,Supervisor,Night,90489.33
244785,160527,Front Office,Associate,Morning,62759.99
244786,161403,Food & Beverage,Associate,Evening,66960.59
244787,160549,Housekeeping,Associate,Night,161753.72
244788,161672,Front Office,Associate,Night,135401.33
244789,161697,Maintenance,Supervisor,Night,74526.13
244790,161170,Food & Beverage,Associate,Night,124690.95
244791,161217,Food & Beverage,Chef,Night,95392.79
244792,161140,Food & Beverage,Technician,Night,132606.1
244793,160748,Front Office,Associate,Evening,70977.72
244794,161699,Sales,Executive,Morning,52927.98
244795,160831,Sales,Technician,Night,169764.15
244796,161245,Maintenance,Chef,Night,41239.6
244797,160758,Housekeeping,Executive,Evening,66491.8
244798,161913,Front Office,Supervisor,Night,152310.86
244799,160716,Front Office,Manager,Morning,115623.89
244800,160852,Housekeeping,Chef,Evening,93900.33
244801,161503,Front Office,Supervisor,Morning,109175.88
244802,161826,Food & Beverage,Supervisor,Morning,22535.34
244803,160488,Sales,Executive,Morning,127335.52
244804,161056,Maintenance,Technician,Evening,172084.19
244805,160195,Food & Beverage,Supervisor,Night,77725.07
244806,161640,Front Office,Chef,Night,22317.82
244807,160717,Front Office,Chef,Night,107908.57
244808,161214,Food & Beverage,Manager,Evening,74716.54
244809,160224,Sales,Manager,Night,32537.95
244810,161455,Front Office,Supervisor,Morning,94545.23
244811,160635,Maintenance,Supervisor,Evening,52676.14
244812,160447,Food & Beverage,Associate,Evening,84441.7
244813,161620,Sales,Supervisor,Morning,139534.36
244814,160089,Maintenance,Technician,Night,141994.18
244815,160306,Housekeeping,Executive,Evening,94881.83
244816,161514,Maintenance,Technician,Evening,31578.66
244817,160213,Maintenance,Chef,Morning,26681.24
244818,161255,Food & Beverage,Manager,Evening,111461.34
244819,160895,Housekeeping,Manager,Morning,21393.9
244820,160479,Housekeeping,Manager,Morning,24594.92
244821,161789,Sales,Manager,Evening,78031.51
244822,161102,Housekeeping,Associate,Morning,153263.07
244823,160942,Sales,Technician,Evening,98035.79
244824,160061,Food & Beverage,Supervisor,Morning,133754.63
244825,160207,Food & Beverage,Executive,Morning,28145.23
244826,161792,Sales,Executive,Evening,156139.5
244827,160870,Food & Beverage,Associate,Evening,29164.79
244828,160803,Maintenance,Chef,Evening,81715.2
244829,160426,Front Office,Manager,Evening,113239.63
244830,160282,Food & Beverage,Chef,Morning,149453.43
244831,161774,Food & Beverage,Chef,Morning,103889.06
244832,161319,Food & Beverage,Manager,Night,138659.88
244833,161355,Housekeeping,Chef,Night,57287.3
244834,161201,Food & Beverage,Technician,Evening,106018.7
244835,161884,Housekeeping,Chef,Night,146099.24
244836,161785,Maintenance,Executive,Night,136233.84
244837,160006,Sales,Technician,Night,58950.58
244838,160950,Housekeeping,Associate,Morning,155040.74
244839,160467,Front Office,Supervisor,Night,55914.3
244840,161952,Food & Beverage,Associate,Morning,73164.03
244841,160481,Sales,Manager,Evening,172274.6
244842,161093,Front Office,Manager,Morning,137049.92
244843,160113,Food & Beverage,Technician,Night,86159.97
244844,161833,Housekeeping,Manager,Evening,89500.68
244845,160640,Housekeeping,Manager,Evening,87341.15
244846,160898,Housekeeping,Technician,Morning,92686.87
244847,160514,Front Office,Manager,Morning,126631.76
244848,160755,Maintenance,Executive,Evening,117812.04
244849,161852,Housekeeping,Executive,Evening,22783.26
244850,161867,Food & Beverage,Executive,Morning,81252.03
244851,160897,Housekeeping,Executive,Evening,45849.1
244852,161610,Maintenance,Executive,Evening,23139.17
244853,160449,Housekeeping,Manager,Evening,73408.93
244854,161113,Front Office,Manager,Night,118924.98
244855,161050,Sales,Supervisor,Morning,162094.74
244856,160320,Sales,Executive,Morning,173010.26
244857,161510,Food & Beverage,Supervisor,Evening,162118.08
244858,160100,Maintenance,Associate,Morning,155490.7
244859,161494,Sales,Chef,Night,57015.7
244860,160812,Housekeeping,Technician,Evening,168836.99
244861,161660,Sales,Technician,Morning,48803.92
244862,160835,Sales,Associate,Evening,179757.86
244863,161564,Sales,Associate,Night,124455.87
244864,161500,Food & Beverage,Executive,Evening,110758.04
244865,161512,Front Office,Associate,Evening,137783.94
244866,161136,Sales,Technician,Evening,91485.37
244867,161386,Food & Beverage,Executive,Night,102360.43
244868,160361,Maintenance,Chef,Night,166813.48
244869,161429,Sales,Executive,Evening,41807.29
244870,161939,Maintenance,Manager,Morning,40581.05
244871,161555,Front Office,Executive,Evening,30563.6
244872,161568,Food & Beverage,Executive,Night,144587.6
244873,161419,Front Office,Executive,Evening,93859.79
244874,160595,Housekeeping,Executive,Morning,93633.4
244875,161856,Food & Beverage,Supervisor,Evening,124523.07
244876,161458,Front Office,Manager,Morning,173298.6
244877,161277,Front Office,Supervisor,Morning,18965.13
244878,161267,Food & Beverage,Technician,Night,138273.6
244879,161119,Maintenance,Supervisor,Morning,81673.55
244880,161825,Maintenance,Associate,Morning,101675.71
244881,160533,Maintenance,Technician,Morning,169970.76
244882,161969,Front Office,Chef,Morning,68253.98
244883,161246,Maintenance,Executive,Morning,178696.74
244884,161244,Housekeeping,Supervisor,Night,174738.42
244885,160746,Maintenance,Manager,Evening,179644.6
244886,161392,Food & Beverage,Chef,Night,123482.21
244887,160462,Sales,Supervisor,Night,79824.44
244888,160250,Front Office,Supervisor,Night,165971.08
244889,160137,Sales,Executive,Evening,115497.27
244890,161965,Food & Beverage,Associate,Morning,156576.66
244891,161808,Food & Beverage,Chef,Night,109744.85
244892,160541,Housekeeping,Associate,Morning,22370.25
244893,160383,Sales,Executive,Morning,149457.11
244894,160441,Sales,Supervisor,Evening,61982.99
244895,160985,Housekeeping,Technician,Morning,29144.19
244896,160832,Maintenance,Executive,Evening,151878.15
244897,161760,Maintenance,Executive,Night,112048.65
244898,160662,Sales,Chef,Morning,88762.05
244899,161452,Housekeeping,Chef,Evening,81018.93
244900,161554,Housekeeping,Manager,Morning,80597.43
244901,160458,Maintenance,Supervisor,Morning,152229.1
244902,160720,Maintenance,Technician,Evening,32229.46
244903,161331,Food & Beverage,Executive,Night,111823.41
244904,161096,Food & Beverage,Associate,Night,26422.93
244905,161428,Housekeeping,Executive,Evening,135067.11
244906,160903,Food & Beverage,Supervisor,Evening,34891.81
244907,160543,Housekeeping,Technician,Morning,43297.98
244908,161527,Food & Beverage,Chef,Evening,171891.86
244909,160933,Maintenance,Supervisor,Morning,174488.69
244910,160140,Maintenance,Associate,Morning,151012.84
244911,161759,Housekeeping,Associate,Evening,99449.46
244912,160400,Front Office,Technician,Evening,96711.55
244913,161491,Sales,Executive,Night,36346.74
244914,160793,Maintenance,Manager,Evening,96418.65
244915,160322,Food & Beverage,Manager,Morning,135534.61
244916,160807,Front Office,Supervisor,Morning,58530.13
244917,161768,Sales,Associate,Morning,36823.31
244918,161449,Food & Beverage,Technician,Evening,101439.63
244919,160164,Maintenance,Technician,Evening,136790.28
244920,160716,Food & Beverage,Associate,Morning,166807.5
244921,161520,Food & Beverage,Manager,Night,57157.71
244922,161156,Food & Beverage,Associate,Morning,77153.0
244923,160390,Housekeeping,Executive,Evening,160322.46
244924,160277,Food & Beverage,Technician,Evening,50316.24
244925,161692,Maintenance,Associate,Evening,131570.13
244926,161773,Housekeeping,Supervisor,Morning,84939.19
244927,161009,Food & Beverage,Chef,Night,146570.68
244928,161312,Maintenance,Manager,Evening,115042.64
244929,160630,Food & Beverage,Executive,Night,138766.35
244930,161119,Food & Beverage,Technician,Evening,94183.52
244931,160929,Sales,Technician,Night,170922.69
244932,161708,Maintenance,Executive,Night,60477.29
244933,161318,Housekeeping,Technician,Evening,133658.4
244934,161563,Housekeeping,Technician,Evening,155810.72
244935,160835,Sales,Technician,Night,89103.77
244936,161704,Housekeeping,Chef,Morning,87457.04
244937,161775,Sales,Chef,Evening,95991.4
244938,161048,Housekeeping,Executive,Evening,141118.39
244939,161555,Food & Beverage,Technician,Night,22173.12
244940,161117,Maintenance,Chef,Morning,21828.06
244941,161580,Maintenance,Executive,Evening,158191.36
244942,160417,Sales,Executive,Night,75133.93
244943,160800,Front Office,Chef,Evening,49421.48
244944,161597,Housekeeping,Technician,Evening,154170.51
244945,161093,Front Office,Manager,Night,141837.32
244946,160580,Food & Beverage,Chef,Night,147376.02
244947,160615,Front Office,Supervisor,Morning,127465.53
244948,161711,Housekeeping,Chef,Evening,121347.45
244949,160046,Food & Beverage,Chef,Evening,160665.98
244950,160893,Front Office,Supervisor,Night,120948.85
