Review_ID,Booking_ID,Review_Date,Cleanliness,Service,Location,Value,Overall_Rating,Sentiment
22041538,20103293.0,2024-01-31 14:09:21,5.0,5,3,5,3.2,Negative
22041539,20072918.0,2023-06-03 05:25:08,5.0,2,1,1,1.3,Positive
22041540,20035600.0,2023-10-22 08:34:06,1.0,4,2,4,5.0,Positive
22041541,20086867.0,2023-02-01 14:33:23,5.0,3,1,2,3.8,Positive
22041542,20004300.0,2025-07-18 04:35:11,1.0,3,3,4,4.4,Positive
22041543,20085478.0,2023-10-13 06:11:10,5.0,4,2,4,3.5,Positive
22041544,20092190.0,2025-05-15 10:10:11,4.0,3,2,5,3.1,Neutral
22041545,20047775.0,2023-01-23 10:49:40,5.0,3,1,1,1.2,Positive
22041546,20016942.0,2024-06-12 08:45:04,4.0,1,4,5,2.1,Positive
22041547,20012255.0,2024-09-06 01:02:50,5.0,1,2,4,2.3,Negative
22041548,20085232.0,2025-06-21 14:45:37,4.0,3,3,4,3.5,Positive
22041549,20027715.0,2024-04-05 19:44:09,4.0,4,1,4,4.1,Positive
22041550,20086670.0,2024-07-04 23:18:15,1.0,5,2,1,2.4,Positive
22041551,20083315.0,2024-09-04 03:36:36,3.0,1,5,5,3.1,Negative
22041552,20027887.0,2023-07-12 10:18:56,1.0,3,4,1,4.6,Positive
22041553,20046073.0,2024-03-01 23:47:11,4.0,2,5,2,3.7,Neutral
22041554,20050036.0,2025-03-22 21:39:16,5.0,5,3,1,4.4,Neutral
22041555,20055793.0,2023-02-19 15:17:27,4.0,2,1,3,2.6,Positive
22041556,20089451.0,2023-07-14 04:35:19,4.0,2,1,5,4.2,Positive
22041557,20101559.0,2023-02-06 17:13:47,3.0,1,2,4,2.0,Positive
22041558,20050335.0,2023-06-04 16:23:15,2.0,1,3,1,4.4,Neutral
22041559,20097370.0,2023-11-24 04:12:36,3.0,4,2,4,2.4,Positive
22041560,20028736.0,2023-10-31 00:31:10,3.0,1,2,4,2.4,Positive
22041561,20044254.0,2024-11-23 14:09:14,1.0,5,5,1,3.5,Positive
22041562,20021685.0,2025-10-14 12:54:51,2.0,4,2,3,2.7,Positive
22041563,20002342.0,2025-05-12 05:37:31,2.0,5,3,1,3.8,Positive
22041564,20037665.0,2025-05-14 14:38:43,5.0,4,5,3,4.7,Positive
22041565,20062474.0,2023-09-16 09:42:47,1.0,2,4,1,3.0,Neutral
22041566,20027366.0,2024-05-15 20:45:18,2.0,1,5,2,3.5,Neutral
22041567,20066010.0,2023-05-22 23:29:40,4.0,1,2,4,2.1,Neutral
22041568,20030267.0,2023-01-19 01:53:39,5.0,4,4,2,4.7,Neutral
22041569,20070702.0,2024-12-01 10:05:10,2.0,3,5,2,3.1,Positive 
22041570,20020195.0,2023-10-28 14:16:25,1.0,3,5,4,2.2,Neutral
22041571,20112170.0,2024-01-15 00:11:21,2.0,3,3,2,3.5,Positive
22041572,20121716.0,2024-11-22 13:42:08,2.0,5,4,3,2.1,Positive
22041573,20020946.0,2024-01-27 13:38:26,1.0,1,1,2,3.0,Positive
22041574,20099880.0,2023-06-08 05:07:06,2.0,4,2,4,4.3,Positive
22041575,20124859.0,2024-02-08 14:48:06,1.0,2,3,2,4.3,Neutral
22041576,20048555.0,2023-10-31 16:19:42,4.0,4,2,1,3.9,Neutral
22041577,20024905.0,2023-02-17 22:34:02,5.0,3,1,1,3.4,Positive
22041578,20009556.0,2025-08-31 06:03:33,3.0,1,2,1,3.1,Positive
22041579,20080230.0,2023-04-26 13:56:48,5.0,1,3,2,1.3,Positive
22041580,20019198.0,2023-01-11 14:46:42,5.0,4,2,5,2.9,Negative
22041581,20107788.0,2025-06-18 22:46:50,2.0,2,3,4,4.0,Negative
22041582,20064722.0,2023-06-15 05:00:50,5.0,4,5,4,3.9,Positive
22041583,20036988.0,2024-07-16 09:35:54,4.0,3,2,4,1.9,Positive
22041584,20031734.0,2023-05-29 14:50:10,3.0,1,1,1,4.9,Positive
22041585,20114394.0,2024-08-25 09:08:57,5.0,3,4,5,2.2,Positive
22041586,20058675.0,2023-05-15 11:29:21,5.0,4,2,2,1.3,Negative
22041587,20075370.0,2024-06-04 23:17:10,1.0,3,1,5,3.3,Positive
22041588,20003858.0,2025-10-23 21:55:04,2.0,1,2,1,2.5,Neutral
22041589,20045021.0,2024-01-21 17:57:26,1.0,5,1,3,3.9,Positive
22041590,20119916.0,2024-01-10 07:05:10,2.0,2,1,1,4.3,Positive
22041591,,2024-11-21 06:42:37,3.0,3,5,1,4.4,Positive
22041592,20119955.0,2024-01-09 12:25:09,2.0,5,4,3,2.8,Negative
22041593,20027237.0,2023-08-02 21:58:07,5.0,2,5,1,5.0,Positive
22041594,20009602.0,2025-01-26 19:04:51,2.0,3,2,4,1.7,Negative
22041595,20004053.0,2025-02-01 06:04:55,2.0,5,4,1,4.1,Positive
22041596,20119325.0,2023-03-24 00:45:06,5.0,3,5,4,3.2,Positive
22041597,20013865.0,2023-09-20 22:07:06,5.0,5,1,3,4.6,Neutral
22041598,20008699.0,2024-03-24 17:23:52,3.0,5,3,2,1.4,Neutral
22041599,20116119.0,2025-12-24 12:25:50,5.0,3,3,2,4.3,Positive
22041600,20091742.0,2025-01-26 13:46:43,5.0,2,5,1,3.5,Positive
22041601,20078286.0,2025-08-25 22:02:41,5.0,3,2,4,2.8,Positive
22041602,20117589.0,2024-03-20 01:30:11,3.0,4,4,2,2.1,Neutral
22041603,20065264.0,2024-09-21 18:37:49,5.0,2,4,5,1.4,Negative
22041604,20115431.0,2025-12-12 22:31:27,5.0,2,4,1,3.2,Neutral
22041605,20115150.0,2025-03-21 02:10:15,4.0,3,5,1,4.6,Positive
22041606,,2023-12-06 23:49:48,5.0,1,2,2,3.8,Positive
22041607,20053621.0,2023-02-28 23:18:38,1.0,5,5,5,2.7,Positive
22041608,20068188.0,2024-06-20 04:56:49,4.0,1,2,4,2.5,Positive
22041609,20114240.0,2023-02-07 03:19:53,4.0,1,5,2,3.7,Neutral
22041610,20059440.0,2023-12-11 21:22:21,1.0,1,4,1,2.1,Positive
22041611,20106043.0,2023-03-03 19:51:55,4.0,3,5,4,4.4,Positive
22041612,20036577.0,2025-07-01 01:29:29,1.0,5,1,2,2.5,Neutral
22041613,20112659.0,2025-09-14 04:40:40,2.0,3,3,2,3.8,Positive
22041614,20026909.0,2023-01-06 12:43:23,1.0,2,5,2,1.0,Positive
22041615,20021654.0,2025-02-19 17:04:56,3.0,1,2,2,1.7,Positive
22041616,20033413.0,2024-12-03 08:10:13,1.0,5,5,4,3.6,Positive
22041617,20065165.0,2024-11-09 04:02:03,1.0,3,2,2,2.2,Positive
22041618,20008528.0,2024-03-25 19:20:19,3.0,5,3,4,2.4,Negative
22041619,20078320.0,2025-04-25 05:47:22,2.0,4,4,4,4.5,Positive
22041620,20020297.0,2025-06-15 10:01:31,3.0,3,2,4,2.9,Positive
22041621,20068629.0,2025-09-06 00:05:18,1.0,2,3,5,4.5,Positive
22041622,20018584.0,2025-05-12 05:57:12,4.0,2,1,1,3.7,Negative
22041623,20117304.0,2025-05-21 22:40:53,2.0,5,4,5,4.5,Positive
22041624,20016702.0,2023-03-28 13:06:20,5.0,3,5,1,2.0,Neutral
22041625,20034333.0,2023-02-19 02:56:28,1.0,5,5,2,4.9,Negative
22041626,20063737.0,2024-01-10 04:37:02,4.0,5,5,3,1.8,Neutral
22041627,20062987.0,2025-08-10 22:22:37,2.0,1,3,5,4.4,Neutral
22041628,20007533.0,2025-05-31 05:39:25,3.0,4,2,2,1.4,Positive
22041629,20091251.0,2025-02-08 11:49:22,3.0,5,3,2,1.2,Positive
22041630,20088894.0,2025-10-04 08:50:58,4.0,4,3,3,4.1,Neutral
22041631,20008729.0,2024-10-17 19:21:23,1.0,3,2,5,2.9,Positive
22041632,20125720.0,2023-04-28 16:01:47,3.0,4,1,1,1.6,Positive
22041633,20066774.0,2023-02-05 06:41:58,3.0,3,5,2,2.6,Positive
22041634,20129805.0,2023-11-11 20:57:25,1.0,3,4,4,1.4,Positive
22041635,20023696.0,2025-12-24 04:55:17,4.0,4,2,1,2.9,Positive
22041636,,2025-04-23 11:16:31,4.0,2,5,5,5.0,Neutral
22041637,20024885.0,2025-11-10 00:50:51,4.0,3,4,4,2.1,Negative
22041638,20045336.0,2024-08-25 05:24:46,3.0,4,1,2,4.2,Positive
22041639,20020795.0,2023-11-22 07:42:39,2.0,3,2,5,3.4,Positive
22041640,20057701.0,2024-01-11 01:10:22,5.0,5,2,4,1.6,Neutral
22041641,20030767.0,2023-05-03 02:23:38,5.0,1,3,3,2.8,Positive
22041642,20075369.0,2025-09-10 14:55:47,2.0,3,5,2,2.5,Negative
22041643,20040717.0,2024-09-29 08:43:50,5.0,2,2,1,1.0,Positive
22041644,20025121.0,2023-07-24 07:13:22,5.0,5,5,2,1.1,Positive
22041645,20086871.0,2024-04-15 19:25:12,4.0,4,1,5,4.9,Positive
22041646,20067219.0,2025-02-12 17:48:51,5.0,1,3,2,2.6,Positive
22041647,20040673.0,2024-01-03 23:42:20,2.0,4,3,5,3.5,Positive
22041648,20053368.0,2025-11-23 04:05:04,2.0,2,2,3,1.1,Neutral
22041649,20070446.0,2024-10-17 03:39:26,1.0,1,1,2,2.4,Positive
22041650,20089502.0,2024-09-06 17:56:30,3.0,3,3,3,2.2,Neutral
22041651,20115290.0,2023-07-12 22:24:34,1.0,4,3,1,4.1,Positive
22041652,20122532.0,2023-06-28 18:18:16,5.0,3,5,3,4.8,Negative
22041653,20089186.0,2024-11-01 21:31:57,2.0,1,2,2,4.7,Negative
22041654,20102032.0,2023-10-08 14:21:25,3.0,3,3,5,2.3,Positive
22041655,20015683.0,2025-04-14 19:45:56,4.0,5,3,4,1.0,Neutral
22041656,20004305.0,2024-05-17 22:13:46,3.0,5,5,1,1.6,Positive
22041657,20117580.0,2023-06-28 04:50:55,4.0,5,1,3,4.5,Neutral
22041658,20001228.0,2024-12-01 23:17:42,3.0,5,4,5,5.0,Positive
22041659,20059781.0,2025-07-03 14:18:33,3.0,1,3,5,1.8,Positive
22041660,20019724.0,2024-06-08 10:29:56,1.0,2,5,2,4.6,Neutral
22041661,20079283.0,2025-05-17 00:17:52,3.0,5,1,2,5.0,Positive
22041662,20094553.0,2025-05-26 14:22:36,3.0,4,1,1,1.6,Positive
22041663,20005498.0,2023-08-22 21:18:26,4.0,4,4,3,2.8,Positive
22041664,20016864.0,2025-02-20 18:32:03,4.0,3,2,2,4.0,Positive
22041665,20006834.0,2025-09-26 22:01:18,,5,1,3,4.7,Negative
22041666,20096691.0,2023-06-01 08:37:14,2.0,1,4,2,4.2,Neutral
22041667,20029140.0,2023-06-02 18:52:02,3.0,2,5,4,1.0,Positive
22041668,20045199.0,2023-06-23 09:27:48,1.0,4,5,3,2.3,Neutral
22041669,20117474.0,2023-07-29 09:44:33,5.0,5,1,4,1.4,Positive
22041670,20080818.0,2023-09-25 17:31:10,5.0,2,3,3,1.3,Positive
22041671,20079590.0,2025-06-27 21:20:08,3.0,4,1,4,3.5,Negative
22041672,20020819.0,2024-02-16 17:47:32,2.0,1,1,3,4.1,POSITIVE
22041673,20051883.0,2023-12-03 21:09:11,3.0,1,3,2,4.7,Negative
22041674,20109189.0,2025-12-01 01:54:34,3.0,1,2,4,3.9,Positive
22041675,20043411.0,2023-05-01 08:18:30,3.0,2,5,4,1.7,Positive
22041676,20121737.0,2025-07-22 04:49:26,1.0,4,5,1,3.8,Positive
22041677,20040958.0,2023-10-30 16:49:40,2.0,2,4,3,2.3,Neutral
22041678,20123581.0,2023-12-31 07:48:32,5.0,1,3,2,4.0,Positive
22041679,20088551.0,2023-01-17 17:17:46,3.0,5,1,3,2.7,Positive
22041680,20023854.0,2025-10-08 12:44:46,1.0,4,1,2,4.4,Positive
22041681,20072405.0,2023-11-01 19:04:12,1.0,5,2,5,2.9,Negative
22041682,20119552.0,2024-01-14 09:22:37,4.0,5,3,3,1.7,Neutral
22041683,20039494.0,2025-12-21 02:10:58,1.0,2,5,1,3.9,Positive
22041684,20081084.0,2024-08-05 09:36:25,5.0,5,2,3,1.9,Positive
22041685,20067005.0,2024-05-20 11:36:23,5.0,5,3,3,2.3,Neutral
22041686,20012190.0,2023-07-20 04:58:52,1.0,3,4,2,2.5,Positive
22041687,20055310.0,2025-03-11 19:50:45,5.0,2,5,1,2.1,Positive
22041688,20073107.0,2023-11-21 06:20:00,2.0,4,2,4,1.8,Positive
22041689,20079041.0,2023-09-09 02:34:05,2.0,1,2,3,1.5,Positive
22041690,20045211.0,2023-05-23 22:39:24,3.0,4,4,3,1.4,Positive
22041691,20122687.0,2024-03-19 04:44:24,3.0,3,3,5,4.1,Positive
22041692,20113617.0,2025-10-12 16:58:43,5.0,4,4,4,3.1,Positive
22041693,20069096.0,2025-03-10 00:23:41,5.0,3,5,3,4.8,Positive
22041694,20092279.0,2025-04-01 12:34:53,5.0,1,3,1,2.3,Negative
22041695,20029267.0,2025-09-17 05:04:04,3.0,1,4,1,4.9,Negative
22041696,20079343.0,2023-03-11 17:42:21,1.0,5,4,3,4.6,Positive
22041697,20008874.0,2025-07-23 13:14:08,5.0,1,3,3,3.2,Positive
22041698,20119957.0,2023-08-12 23:17:50,,5,1,5,4.2,Positive
22041699,20006707.0,2025-05-09 08:58:15,5.0,2,5,5,4.4,Positive
22041700,20065163.0,2023-08-18 10:35:49,5.0,4,3,2,2.6,Positive
22041701,20051216.0,2025-04-07 09:48:44,1.0,4,1,1,4.2,Negative
22041702,20117485.0,2025-07-17 22:25:49,2.0,3,1,3,4.4,Negative
22041703,20024961.0,2024-05-15 12:14:10,1.0,4,5,1,1.4,Neutral
22041704,20053113.0,2023-06-10 02:38:49,5.0,5,4,2,4.0,Positive
22041705,20095597.0,2023-12-21 00:10:04,4.0,2,3,5,3.1,Neutral
22041706,20108506.0,2024-04-14 23:35:20,2.0,5,3,3,4.8,Positive
22041707,20062558.0,2023-06-22 04:58:49,2.0,4,4,2,3.3,Positive
22041708,20014233.0,2023-08-18 09:21:07,4.0,5,5,2,1.6,Negative
22041709,20100657.0,2025-08-28 03:54:14,1.0,3,4,2,2.6,Positive
22041710,20101804.0,2023-02-04 15:33:08,3.0,5,1,3,1.5,Positive
22041711,20054859.0,2025-10-21 09:21:35,2.0,3,4,4,4.2,Positive
22041712,20039143.0,2023-11-03 23:38:45,3.0,1,1,3,2.1,Negative
22041713,20114764.0,2025-11-14 02:28:14,3.0,3,4,2,4.8,Negative
22041714,20049019.0,2024-06-16 09:43:15,2.0,5,2,1,4.1,Positive
22041715,20112137.0,2023-07-18 19:22:38,2.0,1,3,1,1.8,Neutral
22041716,20127705.0,2024-03-06 06:19:12,3.0,3,1,2,3.4,Positive
22041717,20015666.0,2023-06-22 15:04:45,3.0,2,5,3,2.3,Neutral
22041718,20118172.0,2023-07-31 07:21:57,5.0,4,5,2,4.2,Neutral
22041719,20112884.0,2025-10-13 14:33:59,4.0,1,1,5,4.9,Positive
22041720,20016060.0,2025-04-04 21:05:44,2.0,5,5,4,3.1,Positive
22041721,20011059.0,2024-12-22 07:47:17,2.0,4,3,1,2.7,Positive
22041722,20106613.0,2023-08-31 02:27:27,2.0,5,5,2,1.6,Positive
22041723,20126116.0,2023-04-05 16:04:37,2.0,5,4,4,4.9,Neutral
22041724,20066017.0,2024-01-31 01:26:14,1.0,5,2,1,4.9,Positive
22041725,20019495.0,2024-09-25 14:45:46,1.0,2,2,2,4.6,Positive
22041726,20034749.0,2025-05-19 10:43:37,5.0,5,3,4,2.7,Positive
22041727,20067467.0,2025-12-28 17:06:54,2.0,4,4,1,2.8,Neutral
22041728,20022687.0,2025-06-28 17:34:41,5.0,4,1,1,4.5,NEGATIVE
22041729,20115098.0,2024-02-22 05:37:24,3.0,5,2,1,1.6,Positive
22041730,20014485.0,2023-07-18 11:44:33,4.0,1,2,5,4.4,Neutral
22041731,20020190.0,2025-06-14 20:43:32,4.0,1,2,5,1.6,Neutral
22041732,20066192.0,2024-05-08 05:59:35,5.0,1,1,2,1.9,Positive
22041733,20055374.0,2024-03-06 04:40:10,1.0,1,4,1,3.8,Neutral
22041734,20059783.0,2023-11-12 17:49:58,1.0,3,4,3,4.4,Neutral
22041735,20023452.0,2024-04-30 19:44:41,1.0,5,2,4,3.9,Positive
22041736,20029057.0,2024-10-25 18:27:51,4.0,2,2,2,1.4,Neutral
22041737,20129853.0,2023-03-22 01:51:21,1.0,5,1,1,3.1,Positive
22041738,20081206.0,2024-08-28 17:16:03,1.0,3,2,5,1.9,Positive
22041739,20034043.0,2023-09-05 02:18:15,4.0,5,1,2,4.6,Neutral
22041740,20098575.0,2024-01-11 05:17:32,2.0,3,1,4,1.9,Positive
22041741,20090134.0,2023-09-05 02:15:02,1.0,4,4,3,1.3,Positive
22041742,20033997.0,2023-04-29 05:25:31,5.0,4,5,3,4.0,Positive
22041743,20061804.0,2023-10-18 05:40:32,5.0,5,3,1,1.5,Positive
22041744,20061209.0,2024-06-29 11:45:37,4.0,2,2,1,4.6,Positive
22041745,20063288.0,2025-09-04 06:14:18,2.0,4,1,4,3.3,Positive
22041746,20097334.0,2025-08-06 14:59:18,2.0,3,2,2,2.1,Positive
22041747,20013435.0,2023-11-03 12:38:58,5.0,2,4,4,2.5,Positive
22041748,20033013.0,2024-06-13 06:32:46,3.0,5,2,3,1.9,Positive
22041749,20067522.0,2025-08-15 16:28:04,3.0,2,2,3,1.9,Negative
22041750,20018595.0,2024-01-18 07:35:48,3.0,1,3,4,4.1,Positive
22041751,20089493.0,2025-01-24 07:09:48,5.0,4,4,1,2.4,Neutral
22041752,20004118.0,2025-10-17 18:10:27,1.0,2,3,5,3.8,Neutral
22041753,20102803.0,2024-03-12 21:56:32,3.0,1,4,4,3.8,Positive
22041754,20103138.0,2025-08-11 17:47:58,5.0,2,3,5,1.1,Positive
22041755,20039390.0,2024-04-04 18:16:10,2.0,3,1,3,3.6,Positive
22041756,20068013.0,2025-06-03 01:32:03,1.0,3,2,5,1.3,Positive
22041757,20122759.0,2025-03-12 15:11:12,2.0,1,1,3,3.5,Neutral
22041758,20041529.0,2025-04-29 02:49:50,4.0,2,4,2,3.8,Positive
22041759,20053685.0,2025-01-06 03:09:24,5.0,2,2,2,4.5,Positive
22041760,20105075.0,2023-12-24 09:04:23,1.0,1,2,2,1.6,Positive
22041761,20057723.0,2023-06-08 13:10:44,2.0,5,1,5,2.9,Positive
22041762,20056548.0,2023-11-09 06:01:52,4.0,1,1,2,1.7,Neutral
22041763,20073563.0,2024-02-16 00:16:52,2.0,1,2,5,3.3,Positive
22041764,20113154.0,2025-01-17 13:08:29,5.0,5,3,5,1.4,Neutral
22041765,20059024.0,2025-08-26 13:09:36,4.0,2,2,3,4.1,Positive
22041766,20070641.0,2024-04-24 00:24:27,4.0,5,5,5,4.2,Positive
22041767,20025644.0,2023-11-02 02:09:50,3.0,5,1,4,2.3,Positive
22041768,20094421.0,2023-11-08 22:22:37,4.0,2,5,5,2.4,Positive
22041769,20121064.0,2023-01-30 20:48:51,5.0,1,1,4,3.5,Positive
22041770,20085333.0,2024-11-12 10:11:28,3.0,3,2,5,3.5,Positive
22041771,20000679.0,2023-08-09 03:23:28,2.0,2,2,2,2.3,Positive
22041772,20090889.0,2023-05-27 08:27:15,1.0,4,5,4,4.6,Positive
22041773,20107600.0,2025-06-25 08:30:51,5.0,5,1,3,3.2,Positive
22041774,20073312.0,2025-06-25 00:09:38,4.0,1,2,2,4.5,Positive 
22041775,20071573.0,2023-04-05 10:07:22,1.0,1,1,3,2.0,Positive
22041776,20091713.0,2025-08-16 18:08:17,2.0,1,1,1,4.4,Positive
22041777,20010669.0,2023-09-05 14:34:37,5.0,5,3,1,3.1,Positive
22041778,20007698.0,2023-05-01 01:29:06,4.0,2,1,4,3.4,Neutral
22041779,20034314.0,2023-12-29 19:23:09,1.0,2,5,3,1.1,Negative
22041780,20058555.0,2023-06-16 22:56:40,2.0,2,1,4,5.0,Neutral
22041781,20013052.0,2023-02-04 23:53:42,1.0,3,1,4,2.0,Positive
22041782,20077103.0,2024-11-30 17:25:07,1.0,4,5,2,1.4,Positive
22041783,20055158.0,2023-09-02 07:18:48,2.0,2,5,1,2.8,Positive
22041784,20092971.0,2023-11-05 10:07:32,4.0,2,2,4,2.5,Positive
22041785,20015796.0,2023-11-25 00:55:34,5.0,1,5,3,3.0,Positive
22041786,20119621.0,2023-07-22 18:48:53,1.0,1,1,1,4.3,Neutral
22041787,20106652.0,2025-05-25 13:46:44,5.0,1,1,2,4.5,Neutral
22041788,20051807.0,2025-04-26 23:04:41,5.0,2,3,2,2.8,Neutral
22041789,20126442.0,2024-11-10 08:49:43,5.0,1,3,3,1.1,Positive
22041790,20033726.0,2023-06-21 12:55:17,2.0,5,1,1,2.1,Positive
22041791,20128084.0,2024-12-03 07:55:41,1.0,1,3,4,4.6,Positive
22041792,20054455.0,2024-07-29 15:43:44,1.0,1,2,4,3.5,Neutral
22041793,20117294.0,2024-12-23 19:10:11,3.0,2,2,4,2.7,Neutral
22041794,20123148.0,2023-11-25 03:09:59,4.0,5,2,4,3.0,Positive
22041795,20052113.0,2024-06-26 03:31:29,5.0,3,2,2,4.0,Neutral
22041796,20034900.0,2024-05-23 18:08:20,2.0,2,3,2,2.6,Negative
22041797,20001758.0,2023-01-18 22:13:20,5.0,1,4,1,3.9,Neutral
22041798,20106803.0,2024-05-07 04:01:20,4.0,2,3,4,3.4,Positive
22041799,20050314.0,2023-02-28 17:29:35,5.0,5,3,4,4.6,Negative
22041800,20053414.0,2025-01-17 16:26:18,1.0,4,4,3,4.7,Neutral
22041801,20043812.0,2023-05-01 12:07:52,4.0,4,5,3,1.4,Neutral
22041802,20049852.0,2025-06-14 16:49:09,3.0,2,4,1,1.0,Positive
22041803,20073803.0,2023-09-17 23:47:02,4.0,3,2,4,2.7,Positive
22041804,20062247.0,2024-11-23 08:02:53,3.0,4,5,5,4.8,Positive
22041805,20077062.0,2024-07-12 20:19:29,4.0,4,3,4,4.3,Neutral
22041806,20094666.0,2024-06-12 20:28:51,5.0,1,1,2,2.4,Positive
22041807,20022404.0,2025-12-07 06:07:08,5.0,3,5,2,3.4,Negative
22041808,20109911.0,2025-04-09 13:28:23,4.0,5,1,2,2.1,Neutral
22041809,20072259.0,2025-10-10 03:35:46,5.0,5,3,1,1.4,Positive
22041810,20039408.0,2025-11-26 20:37:32,4.0,2,3,1,4.9,Positive
22041811,20024152.0,2023-07-19 18:00:33,2.0,5,4,2,3.2,Positive
22041812,20122947.0,2023-05-18 11:30:05,1.0,2,4,1,2.4,Positive
22041813,20106740.0,2024-10-11 13:28:39,4.0,4,5,5,2.0,Positive
22041814,20117178.0,2025-06-30 08:54:54,3.0,1,5,4,3.2,Negative
22041815,20027014.0,2023-08-15 16:44:45,5.0,5,4,3,2.2,Positive
22041816,20116710.0,2025-04-27 06:27:03,5.0,1,5,1,2.3,Positive
22041817,20031765.0,2023-03-12 05:52:30,5.0,5,3,1,4.1,Positive
22041818,20123513.0,2023-04-03 18:38:36,5.0,4,2,1,1.3,Positive
22041819,20110950.0,2025-01-18 01:23:34,5.0,5,3,1,1.5,Positive
22041820,20079185.0,2023-05-11 10:29:48,4.0,4,4,2,3.1,Positive
22041821,20043865.0,2023-11-23 17:26:59,3.0,2,4,2,1.0,Positive
22041822,20023464.0,2024-08-19 09:03:06,2.0,4,1,4,2.7,Neutral
22041823,20088186.0,2023-01-03 08:01:57,2.0,5,2,5,1.7,Positive
22041824,20023928.0,2024-07-10 23:01:33,4.0,4,2,1,4.0,Positive
22041825,20099671.0,2024-10-31 01:35:25,3.0,1,2,4,3.4,Negative
22041826,20032604.0,2025-10-05 04:03:34,2.0,3,2,5,1.9,Positive
22041827,20044835.0,2023-12-20 04:37:09,1.0,2,5,1,1.9,Positive
22041828,20035655.0,2023-10-30 06:01:26,1.0,4,4,4,4.2,Positive
22041829,20064208.0,2024-12-01 08:48:34,2.0,3,1,3,2.3,Positive
22041830,20020235.0,2024-02-16 02:13:14,4.0,5,4,1,3.5,Positive
22041831,20087611.0,2024-05-17 11:43:46,2.0,1,3,1,1.6,Positive
22041832,20006085.0,2025-08-21 22:12:58,2.0,4,4,5,4.2,Positive
22041833,20032484.0,,4.0,4,4,3,2.9,Positive
22041834,20113488.0,2025-05-19 09:11:10,5.0,2,4,1,4.8,Positive
22041835,20036599.0,2024-06-27 16:28:00,5.0,1,4,3,4.8,Neutral
22041836,20078044.0,2023-04-05 19:04:15,5.0,2,1,3,2.2,Positive
22041837,20065272.0,2025-02-23 03:39:14,5.0,3,5,4,3.8,Neutral
22041838,20057964.0,2025-04-04 14:48:37,1.0,4,3,2,3.8,Positive
22041839,20058736.0,2023-11-10 17:01:30,4.0,4,4,5,1.1,Negative
22041840,20045755.0,2024-03-14 22:40:42,5.0,4,4,5,3.2,Positive
22041841,20127935.0,2025-02-03 15:12:48,3.0,3,4,4,4.2,Positive
22041842,20000373.0,2023-06-23 01:51:21,4.0,3,2,4,2.2,Neutral
22041843,20015206.0,2023-08-10 12:47:43,3.0,4,3,5,3.8,Positive
22041844,20122311.0,2024-06-26 02:23:35,5.0,1,5,5,1.2,Positive
22041845,20035369.0,2024-07-20 03:43:18,5.0,5,2,5,2.5,Positive
22041846,20034812.0,2023-09-19 14:12:55,3.0,4,4,3,5.0,Positive
22041847,20051772.0,2025-06-29 17:44:21,1.0,2,1,2,1.4,Negative
22041848,20124579.0,2025-10-05 08:58:50,1.0,2,4,4,4.6,Positive
22041849,20124992.0,2023-03-13 13:28:33,5.0,2,4,5,4.5,Positive
22041850,20108086.0,2023-05-29 02:10:22,5.0,2,1,3,1.4,Positive
22041851,20122953.0,2025-01-30 08:21:14,4.0,5,1,4,4.7,Positive
22041852,20104404.0,2025-04-21 16:03:22,4.0,1,5,4,2.7,Positive
22041853,20026087.0,2024-04-01 12:24:43,3.0,3,2,3,3.9,Positive
22041854,20039556.0,2023-06-29 19:32:06,4.0,1,2,5,4.3,Positive
22041855,20058589.0,2024-08-14 01:42:57,2.0,1,2,4,3.1,Positive 
22041856,20001303.0,2024-03-08 14:18:24,3.0,2,5,2,4.2,Positive
22041857,20038823.0,2025-01-02 12:24:23,1.0,1,1,5,2.6,Positive
22041858,20091910.0,2025-12-14 03:56:35,4.0,4,4,3,2.7,Positive
22041859,20054019.0,2025-06-26 01:14:03,2.0,4,2,4,2.0,Positive
22041860,20125463.0,2023-01-08 21:45:08,3.0,3,2,5,3.1,Negative
22041861,20085374.0,2025-10-16 07:51:37,3.0,1,4,1,2.7,Positive
22041862,20067017.0,2024-03-19 12:14:57,5.0,1,2,1,1.6,Neutral
22041863,20120578.0,2023-10-18 01:33:56,3.0,5,2,3,2.4,Positive
22041864,20049708.0,2025-06-21 11:01:51,2.0,2,4,4,4.8,Neutral
22041865,20055321.0,2025-06-17 03:45:24,3.0,4,1,5,4.0,Neutral
22041866,20044706.0,2023-07-27 15:40:07,2.0,1,2,5,4.2,Positive
22041867,20079535.0,2023-11-28 14:48:15,5.0,2,5,5,1.3,Positive
22041868,20057007.0,2025-09-01 20:34:40,5.0,4,2,1,3.9,Neutral
22041869,20022927.0,2024-12-30 11:17:22,3.0,2,2,3,3.1,Neutral
22041870,20078485.0,2024-03-11 22:40:38,2.0,2,4,1,1.8,Positive
22041871,20102109.0,2024-04-29 15:36:08,2.0,3,4,2,2.8,Positive
22041872,20099219.0,2023-11-18 23:48:28,1.0,4,5,3,1.8,Positive
22041873,20049781.0,2023-05-10 13:30:18,2.0,2,2,1,2.4,Positive
22041874,20105819.0,2023-07-28 16:39:06,4.0,3,5,2,4.9,Positive
22041875,20102157.0,2023-08-14 03:34:54,4.0,5,4,4,1.4,Positive
22041876,20102775.0,2024-12-08 14:08:33,3.0,2,3,5,1.9,Positive
